time_s,vx_est,vy_est,vz_est,vx_gt,vy_gt,vz_gt,err_vx,err_vy,err_vz,speed_est,speed_gt,speed_err
0.1000,0.00013,0.00006,0.00000,0.00011,0.00781,-0.00322,0.00002,-0.00775,0.00322,0.00014,0.00845,-0.00831
0.2000,-0.00845,0.00108,-0.00083,-0.00140,0.00904,-0.00169,-0.00705,-0.00796,0.00086,0.00856,0.00930,-0.00074
0.3000,-0.00186,0.00235,0.00283,0.00113,0.00850,-0.00446,-0.00299,-0.00615,0.00729,0.00412,0.00967,-0.00555
0.4000,0.00012,-0.00114,-0.00328,0.00013,0.00837,-0.00337,-0.00001,-0.00951,0.00009,0.00348,0.00902,-0.00555
0.5000,0.00090,-0.00050,0.00183,-0.00206,0.00879,-0.00247,0.00296,-0.00929,0.00430,0.00210,0.00936,-0.00726
0.6000,-0.00060,0.00031,0.00063,0.00218,0.00761,-0.00357,-0.00278,-0.00730,0.00420,0.00092,0.00868,-0.00776
0.7000,0.00049,-0.00151,-0.00109,-0.00237,-0.00247,-0.02987,0.00286,0.00096,0.02878,0.00193,0.03007,-0.02814
0.8000,-0.00032,0.00003,-0.00093,-0.00293,0.00991,-0.00191,0.00261,-0.00988,0.00098,0.00098,0.01051,-0.00952
0.9000,-0.00128,0.00135,0.00177,0.00135,0.00872,-0.00367,-0.00263,-0.00737,0.00544,0.00257,0.00956,-0.00699
1.0000,0.00224,0.00016,-0.00009,0.00146,0.00759,-0.00404,0.00078,-0.00743,0.00395,0.00224,0.00872,-0.00648
1.1000,-0.00966,0.00335,0.00063,-0.00220,0.01040,-0.00079,-0.00746,-0.00705,0.00142,0.01024,0.01066,-0.00042
1.2000,-0.03738,0.02346,0.01778,0.00053,0.00876,-0.00434,-0.03791,0.01470,0.02212,0.04758,0.00979,0.03779
1.3000,-0.12111,0.05374,0.03524,0.00037,0.00837,-0.00283,-0.12148,0.04537,0.03807,0.13710,0.00884,0.12826
1.4000,-0.26360,0.10951,0.05926,-0.00131,0.00896,-0.00250,-0.26229,0.10055,0.06176,0.29153,0.00939,0.28213
1.5000,-0.39171,0.16632,0.05951,0.00016,0.00835,-0.00315,-0.39187,0.15796,0.06266,0.42969,0.00893,0.42077
1.6000,-0.44963,0.19982,0.06182,0.03423,-0.17064,0.07483,-0.48386,0.37046,-0.01301,0.49590,0.18944,0.30646
1.7000,-0.47071,0.19831,0.07229,-0.00041,0.00550,-0.00126,-0.47030,0.19281,0.07355,0.51587,0.00566,0.51021
1.8000,-0.56168,0.23639,0.07460,0.00206,0.00538,-0.00186,-0.56374,0.23101,0.07646,0.61395,0.00605,0.60790
1.9000,-0.69139,0.28720,0.09466,-0.00616,0.00895,-0.00145,-0.68523,0.27825,0.09611,0.75463,0.01096,0.74367
2.0000,-0.82591,0.32684,0.11788,-0.03625,0.02805,0.00759,-0.78966,0.29879,0.11029,0.89602,0.04646,0.84956
2.1000,-0.94137,0.35076,0.10258,-0.11818,0.06807,0.01648,-0.82319,0.28269,0.08610,1.00982,0.13737,0.87244
2.2000,-1.03613,0.36196,0.10371,-0.25274,0.13627,0.02747,-0.78339,0.22569,0.07624,1.10243,0.28845,0.81398
2.3000,-1.15208,0.42218,0.10086,-0.36832,0.20526,0.02430,-0.78376,0.21692,0.07656,1.23114,0.42235,0.80878
2.4000,-1.22102,0.49820,0.16427,-0.42031,0.24237,0.02639,-0.80071,0.25582,0.13789,1.32893,0.48590,0.84303
2.5000,-1.34806,0.58348,0.15662,-0.43834,0.24945,0.02807,-0.90972,0.33403,0.12856,1.47725,0.50513,0.97212
2.6000,-1.46677,0.67248,0.18360,-0.51431,0.28735,0.03086,-0.95246,0.38514,0.15274,1.62399,0.58995,1.03405
2.7001,-1.48514,0.79253,0.18779,-0.76077,0.14617,-0.97240,-0.72437,0.64635,1.16018,1.69381,1.24326,0.45055
2.8001,-1.54250,0.90907,0.18580,-0.77709,0.39788,0.05359,-0.76541,0.51119,0.13220,1.80007,0.87467,0.92539
2.9001,-1.66128,1.04876,0.11637,-0.87201,0.42583,0.05692,-0.78928,0.62293,0.05944,1.96807,0.97209,0.99598
3.0001,-1.86914,1.09840,0.08147,-0.97572,0.45480,0.03754,-0.89342,0.64360,0.04392,2.16951,1.07716,1.09236
3.1002,-2.11501,1.04155,0.15415,-1.06945,0.51077,0.03770,-1.04556,0.53078,0.11645,2.36260,1.18576,1.17684
3.2002,-2.38364,0.87550,0.26257,-1.13892,0.59815,0.07739,-1.24473,0.27735,0.18518,2.55288,1.28876,1.26412
3.3002,-2.47821,0.81057,0.34506,-1.25852,0.68972,0.08249,-1.21969,0.12084,0.26256,2.63014,1.43750,1.19264
3.4002,-2.62573,1.05092,0.17275,-1.34728,0.79533,0.07901,-1.27845,0.25558,0.09374,2.83350,1.56651,1.26699
3.5002,-2.78598,1.25239,0.11588,-1.36872,0.91014,0.07307,-1.41726,0.34225,0.04282,3.05673,1.64532,1.41141
3.6003,-2.95227,1.42312,0.13432,-1.41688,1.02931,0.03397,-1.53539,0.39381,0.10036,3.28012,1.75162,1.52850
3.7003,-3.09954,1.45139,0.22663,-2.16613,-0.21403,-0.67972,-0.93342,1.66542,0.90635,3.43002,2.28034,1.14969
3.8004,-3.24328,1.47789,0.18327,-1.69843,1.23688,-0.09144,-1.54484,0.24101,0.27471,3.56884,2.10307,1.46576
3.9004,-3.33495,1.47565,0.21364,-1.96097,1.19299,-0.00448,-1.37399,0.28266,0.21812,3.65310,2.29535,1.35774
4.0005,-3.36208,1.43938,0.30545,-2.23475,1.05610,0.14667,-1.12733,0.38329,0.15879,3.66998,2.47608,1.19390
4.1005,-3.39358,1.55968,0.35242,-2.35430,1.02584,0.18146,-1.03928,0.53384,0.17096,3.75142,2.57449,1.17693
4.2006,-3.55030,1.65519,0.34655,-2.45375,1.25806,0.00028,-1.09655,0.39713,0.34627,3.93247,2.75746,1.17501
4.3006,-3.57467,1.70526,0.30212,-2.57579,1.46929,-0.07413,-0.99889,0.23598,0.37625,3.97209,2.96631,1.00578
4.4007,-3.60791,1.69981,0.38544,-2.72371,1.65654,-0.04068,-0.88420,0.04328,0.42612,4.00687,3.18816,0.81870
4.5007,-3.72070,1.70902,0.38214,-2.85804,1.70962,-0.01668,-0.86266,-0.00060,0.39882,4.11223,3.33039,0.78184
4.6007,-3.88200,1.74624,0.33722,-2.99291,1.72414,-0.05180,-0.88909,0.02210,0.38902,4.27001,3.45440,0.81562
4.7007,-4.14994,1.68907,0.16591,-4.56315,-1.55647,-0.24345,0.41321,3.24554,0.40936,4.48358,4.82745,-0.34386
4.8007,-4.20924,1.77101,0.31509,-3.13177,1.64723,0.05622,-1.07747,0.12377,0.25888,4.57749,3.53900,1.03849
4.9007,-4.11529,1.98521,0.43698,-3.14823,1.77354,0.08862,-0.96707,0.21167,0.34836,4.58995,3.61450,0.97545
5.0007,-4.13630,2.07377,0.51506,-3.25950,1.84786,0.09666,-0.87680,0.22591,0.41840,4.65562,3.74811,0.90751
5.1008,-4.25799,2.21452,0.40221,-3.29582,1.90133,0.05117,-0.96217,0.31319,0.35103,4.81626,3.80527,1.01098
5.2008,-4.25877,2.25592,0.36704,-3.36970,1.93252,0.04584,-0.88908,0.32340,0.32120,4.83333,3.88479,0.94854
5.3007,-4.33645,2.02599,0.44597,-3.43835,1.94059,0.07732,-0.89810,0.08540,0.36865,4.80711,3.94894,0.85817
5.4008,-4.32619,2.17631,0.33518,-3.57199,1.99123,0.04514,-0.75420,0.18508,0.29004,4.85434,4.08977,0.76458
5.5008,-4.52674,2.26600,0.20090,-3.84134,1.93667,-0.04622,-0.68540,0.32933,0.24711,5.06621,4.30218,0.76403
5.6007,-4.57697,2.25740,0.37756,-3.89458,2.03223,0.04839,-0.68238,0.22517,0.32917,5.11733,4.39319,0.72414
5.7008,-4.56267,2.23334,0.40858,-5.72388,-2.60997,0.27496,1.16121,4.84331,0.13362,5.09634,6.29685,-1.20052
5.8008,-4.51606,2.29267,0.41854,-3.82558,2.22027,0.20185,-0.69047,0.07240,0.21669,5.08196,4.42780,0.65415
5.9008,-4.71796,2.32043,0.24905,-3.89686,2.38655,0.08535,-0.82110,-0.06611,0.16370,5.26361,4.57039,0.69323
6.0008,-4.60254,2.35758,0.40035,-3.97406,2.40768,0.08147,-0.62849,-0.05010,0.31888,5.18670,4.64723,0.53948
6.1008,-4.58945,2.52835,0.31805,-4.00507,2.21125,0.12967,-0.58438,0.31710,0.18838,5.24945,4.57679,0.67266
6.2009,-4.66166,2.63407,0.32411,-4.03139,2.36114,-0.04381,-0.63028,0.27293,0.36792,5.36418,4.67215,0.69204
6.3009,-4.74496,2.52513,0.33536,-4.15783,2.42866,-0.04157,-0.58713,0.09647,0.37693,5.38548,4.81535,0.57012
6.4009,-4.85598,2.42600,0.34115,-4.23607,2.41967,0.09286,-0.61991,0.00632,0.24829,5.43897,4.87932,0.55965
6.5009,-4.88185,2.27421,0.31228,-4.27809,2.41809,0.12418,-0.60376,-0.14388,0.18810,5.39463,4.91575,0.47887
6.6009,-5.02423,2.19020,0.33993,-4.23056,2.50742,0.04726,-0.79367,-0.31723,0.29267,5.49139,4.91804,0.57336
6.7009,-5.25158,2.06476,0.25208,-6.59141,-2.42328,-0.03021,1.33983,4.48804,0.28229,5.64853,7.02281,-1.37429
6.8009,-5.14287,1.69235,0.34996,-4.35137,2.46720,0.05703,-0.79150,-0.77484,0.29293,5.42546,5.00247,0.42299
6.9009,-5.37263,1.45335,0.25540,-4.31967,2.61934,0.04033,-1.05296,-1.16599,0.21507,5.57159,5.05194,0.51965
7.0009,-5.49839,1.35474,0.24048,-4.39132,2.77411,0.00364,-1.10707,-1.41937,0.23684,5.66793,5.19417,0.47376
7.1009,-5.49165,1.45311,0.41283,-4.47771,2.64515,0.01256,-1.01394,-1.19204,0.40027,5.69562,5.20066,0.49497
7.2009,-5.42556,1.49891,0.51651,-4.57945,2.59322,0.03079,-0.84611,-1.09431,0.48572,5.65246,5.26280,0.38965
7.3009,-5.53395,1.49235,0.41125,-4.62455,2.51015,0.03562,-0.90940,-1.01780,0.37563,5.74638,5.26200,0.48438
7.4009,-5.65532,1.54019,0.35287,-4.77571,2.42104,0.05412,-0.87961,-0.88085,0.29875,5.87192,5.35461,0.51731
7.5009,-5.67686,1.45309,0.38478,-4.91073,2.19657,0.04870,-0.76613,-0.74348,0.33608,5.87250,5.37983,0.49267
7.6009,-5.70093,1.70739,0.34745,-5.01489,2.00572,0.03440,-0.68604,-0.29832,0.31306,5.96125,5.40122,0.56003
7.7008,-5.82003,2.04167,0.42176,-7.39728,-2.32090,-0.07856,1.57726,4.36257,0.50032,6.18215,7.75323,-1.57108
7.8008,-5.63331,2.05155,0.32556,-5.32585,1.55125,-0.01456,-0.30747,0.50030,0.34012,6.00409,5.54718,0.45691
7.9008,-5.98934,1.87706,0.49806,-5.31491,1.60181,0.06891,-0.67442,0.27524,0.42915,6.29631,5.55147,0.74484
8.0008,-5.80530,1.92100,0.58510,-5.26410,1.66926,0.14128,-0.54121,0.25174,0.44382,6.14281,5.52423,0.61858
8.1007,-5.95585,1.76540,0.39738,-5.34145,1.60163,0.11175,-0.61441,0.16377,0.28563,6.22469,5.57752,0.64716
8.2007,-6.11909,1.62682,0.34700,-5.36416,1.60633,0.01998,-0.75493,0.02049,0.32701,6.34115,5.59954,0.74160
8.3007,-6.07975,1.55035,0.25955,-5.38929,1.59787,0.00222,-0.69047,-0.04752,0.25733,6.27968,5.62117,0.65850
8.4007,-6.21054,1.41336,0.21546,-5.41601,1.67063,0.06507,-0.79453,-0.25727,0.15039,6.37297,5.66819,0.70478
8.5007,-6.23839,1.32502,0.25802,-5.49974,2.02351,0.07875,-0.73865,-0.69850,0.17927,6.38277,5.86071,0.52206
8.6007,-5.94697,0.66792,0.62234,-5.47591,2.05240,0.12326,-0.47105,-1.38448,0.49908,6.01663,5.84920,0.16743
8.7007,-6.29894,0.73539,0.26742,-6.95417,-1.81449,0.24265,0.65523,2.54987,0.02477,6.34736,7.19109,-0.84373
8.8007,-6.28339,0.46421,0.32047,-5.59678,1.88162,0.04574,-0.68661,-1.41741,0.27473,6.30866,5.90479,0.40387
8.9006,-6.20125,0.72154,0.29952,-5.69871,1.80500,0.02485,-0.50253,-1.08346,0.27467,6.25026,5.97779,0.27248
9.0006,-6.26093,0.80966,0.54577,-5.72776,1.72289,0.00970,-0.53316,-0.91323,0.53607,6.33661,5.98128,0.35533
9.1006,-6.56761,0.65467,0.22942,-5.82694,1.66851,-0.07333,-0.74067,-1.01384,0.30275,6.60415,6.06157,0.54258
9.2006,-6.50801,0.66623,0.12910,-5.94389,1.55972,-0.08402,-0.56413,-0.89349,0.21312,6.54330,6.14569,0.39761
9.3006,-6.41394,0.53265,0.12958,-5.81856,1.28912,0.10231,-0.59538,-0.75646,0.02727,6.43732,5.96053,0.47679
9.4005,-6.61710,0.67468,0.36495,-5.87371,0.94692,0.10525,-0.74339,-0.27224,0.25971,6.66141,5.95047,0.71094
9.5005,-6.59077,0.68530,0.37076,-6.05079,0.83490,-0.05298,-0.53999,-0.14960,0.42374,6.63667,6.10835,0.52832
9.6005,-6.59568,0.08987,0.28899,-6.09154,0.68272,-0.10504,-0.50415,-0.59286,0.39403,6.60262,6.13058,0.47205
9.7006,-6.65057,0.18661,0.02765,-6.64284,-4.13066,-0.67176,-0.00773,4.31728,0.69941,6.65325,7.85118,-1.19793
9.8006,-6.75101,-0.05883,0.14802,-6.21508,0.73692,0.07554,-0.53593,-0.79575,0.07248,6.75289,6.25908,0.49381
9.9005,-6.75226,0.09264,0.50187,-6.31701,0.55631,0.07032,-0.43525,-0.46368,0.43155,6.77152,6.34185,0.42967
10.0005,-6.56556,-0.18179,0.48279,-6.16633,0.54925,-0.02478,-0.39923,-0.73104,0.50758,6.58580,6.19079,0.39501
10.1005,-6.63218,-0.65529,0.20834,-6.20983,0.54187,-0.14479,-0.42235,-1.19716,0.35313,6.66773,6.23511,0.43262
10.2005,-6.58139,-0.87211,0.01459,-6.26299,0.75201,0.04361,-0.31840,-1.62412,-0.02902,6.63894,6.30813,0.33081
10.3005,-6.68014,-1.15912,0.22787,-6.31520,0.74859,0.06642,-0.36494,-1.90771,0.16144,6.78378,6.35976,0.42403
10.4005,-6.60595,-0.67308,0.51121,-6.30803,0.41304,-0.10880,-0.29792,-1.08612,0.62002,6.65981,6.32248,0.33733
10.5005,-6.34566,-0.87266,0.60674,-6.40602,0.29603,-0.19308,0.06036,-1.16870,0.79982,6.43406,6.41577,0.01829
10.6004,-6.63524,-1.18001,0.25495,-6.44542,0.10828,-0.14174,-0.18982,-1.28829,0.39669,6.74417,6.44789,0.29628
10.7005,-6.41339,-0.95847,0.11191,-7.09357,-4.42673,0.53876,0.68018,3.46825,-0.42685,6.48559,8.37884,-1.89325
10.8005,-6.56341,-0.69588,0.28205,-6.34639,-0.15991,0.08328,-0.21701,-0.53597,0.19878,6.60622,6.34895,0.25726
10.9005,-6.38177,-0.49459,0.42571,-6.34628,-0.50602,-0.06537,-0.03549,0.01143,0.49108,6.41505,6.36676,0.04829
11.0006,-6.43968,-0.52948,0.33815,-6.41163,-0.77639,-0.23398,-0.02806,0.24691,0.57213,6.47026,6.46270,0.00756
11.1006,-6.16781,-0.76005,0.22010,-6.38052,-0.98641,-0.07177,0.21271,0.22636,0.29187,6.21836,6.45672,-0.23836
11.2008,-6.16758,-0.82761,0.06852,-6.40250,-0.70058,0.22372,0.23491,-0.12703,-0.15520,6.22324,6.44460,-0.22136
11.3009,-6.47336,-0.86090,0.15982,-6.36923,-0.90112,0.14055,-0.10413,0.04022,0.01927,6.53231,6.43419,0.09812
11.4010,-6.50207,-0.81644,0.16542,-6.26067,-1.03504,-0.08886,-0.24141,0.21860,0.25428,6.55522,6.34627,0.20895
11.5011,-6.52886,-0.51990,0.03722,-6.19674,-0.95548,-0.17992,-0.33212,0.43558,0.21714,6.54963,6.27255,0.27708
11.6013,-6.69108,-0.59489,-0.20047,-6.25088,-0.73389,-0.02174,-0.44020,0.13900,-0.17873,6.72046,6.29385,0.42661
11.7014,-6.88102,-0.98647,-0.34933,-6.11688,-2.44422,-1.04178,-0.76414,1.45775,0.69245,6.96015,6.66901,0.29113
11.8016,-5.91093,-0.36060,0.38613,-6.00215,-0.66214,0.05183,0.09121,0.30154,0.33430,5.93450,6.03878,-0.10428
11.9018,-6.76198,-0.83257,0.21268,-5.96110,-0.71609,-0.09627,-0.80088,-0.11649,0.30894,6.81636,6.00473,0.81163
12.0020,-6.26361,-0.61090,0.12057,-5.92535,-0.75216,-0.16462,-0.33826,0.14126,0.28518,6.29449,5.97517,0.31932
12.1021,-6.31653,-0.85807,0.03399,-5.93753,-0.71650,-0.08129,-0.37900,-0.14157,0.11528,6.37464,5.98116,0.39348
12.2023,-6.24698,-0.91509,0.08759,-6.04835,-0.69171,-0.07688,-0.19863,-0.22338,0.16447,6.31426,6.08826,0.22600
12.3024,-6.29267,-1.04170,0.07517,-6.01203,-0.59044,-0.09908,-0.28064,-0.45126,0.17425,6.37876,6.04177,0.33699
12.4025,-6.07332,-0.75309,0.38288,-6.02767,-0.56219,-0.21271,-0.04566,-0.19090,0.59558,6.13180,6.05756,0.07424
12.5026,-6.33239,-1.24590,0.19291,-5.97445,-0.67739,-0.20286,-0.35795,-0.56851,0.39577,6.45668,6.01615,0.44053
12.6028,-5.97130,-1.16362,0.17554,-5.97188,-0.67488,-0.08747,0.00058,-0.48873,0.26301,6.08616,6.01053,0.07563
12.7028,-6.12290,-1.42544,0.09219,-6.22149,-0.52808,-0.09044,0.09859,-0.89737,0.18262,6.28732,6.24452,0.04280
12.8031,-5.79100,-1.76729,0.29392,-5.96685,-0.67407,-0.09362,0.17585,-1.09322,0.38754,6.06180,6.00553,0.05626
12.9033,-5.71763,-2.06773,0.30859,-5.98641,-0.64280,-0.11326,0.26878,-1.42493,0.42186,6.08785,6.02189,0.06597
13.0034,-5.73135,-2.33079,0.25688,-5.96871,-0.68732,-0.05431,0.23736,-1.64347,0.31119,6.19249,6.00840,0.18409
13.1035,-5.76732,-2.17049,0.15021,-6.06126,-0.91951,-0.04568,0.29394,-1.25098,0.19589,6.16405,6.13078,0.03327
13.2035,-5.76130,-2.79678,-0.12219,-6.02169,-0.90581,-0.01094,0.26039,-1.89097,-0.11125,6.40543,6.08945,0.31598
13.3036,-5.27840,-2.10954,0.16411,-6.00724,-1.08384,-0.03727,0.72883,-1.02571,0.20138,5.68671,6.10434,-0.41763
13.4037,-5.63361,-2.62107,0.04812,-6.01615,-1.34132,-0.09256,0.38254,-1.27976,0.14069,6.21369,6.16455,0.04913
13.5037,-5.71669,-2.40037,0.16751,-6.04138,-1.39722,-0.08239,0.32469,-1.00315,0.24990,6.20245,6.20139,0.00106
13.6039,-5.90357,-2.19826,0.13387,-5.75961,-1.73648,0.04720,-0.14396,-0.46178,0.08667,6.30099,6.01587,0.28511
13.7040,-5.68582,-2.11211,0.36250,-6.06177,-2.49135,0.06886,0.37595,0.37924,0.29364,6.07626,6.55413,-0.47787
13.8042,-5.87490,-1.98457,0.25204,-5.56487,-1.99024,0.08962,-0.31004,0.00567,0.16242,6.20617,5.91074,0.29543
13.9042,-5.77415,-2.07253,0.24879,-5.66251,-1.95975,0.04260,-0.11164,-0.11278,0.20619,6.13988,5.99220,0.14768
14.0042,-5.65402,-2.21391,0.31125,-5.48642,-2.44043,-0.11158,-0.16760,0.22652,0.42284,6.07998,6.00574,0.07424
14.1042,-5.84150,-2.12968,0.28304,-5.44177,-2.46019,-0.03703,-0.39973,0.33051,0.32007,6.22404,5.97217,0.25188
14.2041,-5.89468,-2.20128,0.23695,-5.49796,-2.44919,0.00134,-0.39672,0.24791,0.23561,6.29674,6.01881,0.27793
14.3040,-5.92834,-2.13332,0.28599,-5.57644,-2.46231,0.02219,-0.35191,0.32899,0.26380,6.30699,6.09591,0.21108
14.4039,-5.92430,-2.19364,0.26064,-5.63123,-2.23097,0.01530,-0.29307,0.03734,0.24534,6.32276,6.05708,0.26568
14.5039,-6.13032,-2.13921,0.07785,-5.49353,-2.18691,0.04988,-0.63679,0.04770,0.02796,6.49331,5.91303,0.58028
14.6038,-5.98867,-2.13771,0.24207,-5.60906,-2.04171,-0.00476,-0.37962,-0.09601,0.24683,6.36338,5.96910,0.39429
14.7037,-6.01114,-2.24565,0.02664,-5.91091,-2.95522,0.27267,-0.10023,0.70957,-0.24603,6.41696,6.61411,-0.19715
14.8037,-6.08263,-2.17872,-0.05805,-5.48785,-2.17780,0.05025,-0.59478,-0.00091,-0.10830,6.46131,5.90439,0.55692
14.9036,-5.90212,-2.54011,-0.00424,-5.57875,-2.06740,0.00862,-0.32336,-0.47271,-0.01286,6.42551,5.94951,0.47599
15.0036,-5.70109,-2.46928,0.14956,-5.58594,-2.13683,0.08823,-0.11516,-0.33245,0.06133,6.21467,5.98135,0.23333
15.1037,-5.70356,-2.49169,0.23977,-5.60900,-2.04638,0.13615,-0.09456,-0.44531,0.10362,6.22870,5.97220,0.25650
15.2037,-5.42267,-2.55586,0.25473,-5.62155,-2.24643,0.10102,0.19888,-0.30943,0.15371,6.00022,6.05462,-0.05440
15.3036,-5.43216,-2.69764,0.11511,-5.73445,-2.24077,-0.06167,0.30229,-0.45687,0.17678,6.06621,6.15701,-0.09080
15.4035,-5.76589,-2.47363,0.27439,-5.65668,-2.14784,0.02712,-0.10920,-0.32580,0.24727,6.28009,6.05078,0.22931
15.5033,-5.90771,-2.51578,0.07774,-5.72877,-2.28002,-0.07053,-0.17894,-0.23576,0.14827,6.42154,6.16622,0.25532
15.6032,-5.73228,-3.00111,0.01055,-5.80995,-2.22792,-0.17198,0.07767,-0.77319,0.18253,6.47038,6.22485,0.24553
15.7031,-5.83805,-2.83002,0.16082,-5.72250,-2.63584,-0.18325,-0.11555,-0.19418,0.34408,6.48982,6.30303,0.18679
15.8030,-5.85599,-2.64172,0.06539,-5.39940,-2.37648,-0.05767,-0.45659,-0.26525,0.12306,6.42461,5.89953,0.52508
15.9030,-5.84317,-2.68913,0.02635,-5.48351,-2.35200,0.04501,-0.35966,-0.33714,-0.01866,6.43232,5.96681,0.46551
16.0029,-5.84418,-2.62322,-0.00272,-5.25065,-2.60485,0.06976,-0.59353,-0.01837,-0.07248,6.40591,5.86169,0.54423
16.1028,-5.80504,-2.59949,0.09268,-5.19562,-2.55423,-0.01546,-0.60942,-0.04526,0.10814,6.36116,5.78954,0.57163
16.2027,-5.63300,-2.73392,0.14821,-5.48819,-2.47321,-0.10658,-0.14481,-0.26072,0.25479,6.26315,6.02066,0.24249
16.3026,-5.61524,-2.69688,0.28922,-5.57799,-2.57244,-0.04451,-0.03725,-0.12443,0.33372,6.23600,6.14276,0.09325
16.4026,-5.53974,-2.84827,0.12671,-5.45831,-2.60301,0.07751,-0.08144,-0.24526,0.04920,6.23036,6.04771,0.18266
16.5025,-5.57403,-2.88233,0.01585,-5.49953,-2.57441,0.04995,-0.07450,-0.30791,-0.03411,6.27518,6.07247,0.20271
16.6024,-5.73944,-2.83594,0.18370,-5.50598,-2.63407,0.03104,-0.23346,-0.20187,0.15266,6.40449,6.10370,0.30079
16.7022,-5.68266,-2.55771,0.31182,-5.26290,-2.98213,0.18619,-0.41976,0.42442,0.12563,6.23953,6.05193,0.18760
16.8021,-5.69262,-2.44133,0.45586,-5.53708,-2.53940,-0.14123,-0.15554,0.09808,0.59709,6.21078,6.09325,0.11753
16.9020,-5.84527,-2.51833,0.39549,-5.48845,-2.56961,-0.01839,-0.35682,0.05128,0.41388,6.37696,6.06022,0.31673
17.0019,-6.01310,-2.37646,0.09382,-5.32948,-2.62570,0.13080,-0.68362,0.24924,-0.03698,6.46636,5.94262,0.52373
17.1018,-5.91752,-2.38561,0.04334,-5.31876,-2.60689,0.14806,-0.59876,0.22128,-0.10472,6.38044,5.92512,0.45532
17.2017,-5.92830,-2.24254,0.07279,-5.34124,-2.65315,0.08526,-0.58706,0.41061,-0.01247,6.33869,5.96450,0.37419
17.3016,-6.00868,-2.40898,0.12494,-5.33719,-2.80373,0.01601,-0.67148,0.39475,0.10894,6.47480,6.02883,0.44596
17.4015,-5.77619,-2.71418,0.01997,-5.43828,-2.78457,0.00212,-0.33791,0.07039,0.01785,6.38213,6.10972,0.27240
17.5014,-5.70911,-3.14870,-0.08337,-5.48672,-2.67732,0.12370,-0.22239,-0.47138,-0.20707,6.52037,6.10635,0.41402
17.6013,-5.57923,-3.15839,-0.07539,-5.52760,-2.46886,0.23763,-0.05163,-0.68953,-0.31302,6.41162,6.05855,0.35307
17.7012,-5.49965,-3.49901,-0.03988,-5.82166,-2.50008,0.47793,0.32201,-0.99894,-0.51781,6.51850,6.35378,0.16472
17.8011,-5.39653,-3.74953,0.54238,-5.69557,-2.33755,0.05933,0.29904,-1.41197,0.48305,6.59361,6.15688,0.43672
17.9010,-5.66965,-3.73691,0.08202,-5.69944,-2.31768,-0.03819,0.02979,-1.41924,0.12021,6.79089,6.15278,0.63811
18.0009,-5.56813,-3.62684,-0.03013,-5.75460,-2.27671,-0.02818,0.18647,-1.35014,-0.00195,6.64522,6.18867,0.45656
18.1008,-5.74451,-3.56020,0.00324,-5.72937,-2.38686,-0.02677,-0.01514,-1.17334,0.03001,6.75828,6.20672,0.55156
18.2007,-5.74104,-3.35033,-0.05543,-5.60888,-2.64993,-0.06333,-0.13216,-0.70040,0.00790,6.64736,6.20369,0.44367
18.3006,-5.78082,-3.24424,0.14356,-5.45194,-2.86784,-0.14627,-0.32888,-0.37640,0.28983,6.63050,6.16194,0.46856
18.4005,-5.98597,-3.12368,0.18795,-5.33206,-3.01484,-0.14476,-0.65391,-0.10885,0.33271,6.75459,6.12707,0.62752
18.5004,-6.01901,-3.01204,0.09657,-5.20254,-3.27227,0.00447,-0.81648,0.26023,0.09210,6.73129,6.14607,0.58522
18.6004,-5.91487,-3.08799,-0.00811,-5.03831,-3.34631,0.20413,-0.87656,0.25832,-0.21224,6.67244,6.05178,0.62066
18.7003,-5.91933,-3.13836,-0.07910,-5.32610,-4.03502,-0.16586,-0.59323,0.89667,0.08677,6.70030,6.68403,0.01627
18.8003,-5.97022,-3.01351,-0.01899,-5.11152,-3.38744,-0.02241,-0.85870,0.37393,0.00342,6.68769,6.13212,0.55557
18.9003,-6.05710,-2.91883,0.01351,-5.27485,-3.31108,-0.04436,-0.78226,0.39225,0.05787,6.72371,6.22810,0.49561
19.0002,-6.11233,-2.67910,-0.18389,-5.35371,-3.34799,-0.01701,-0.75862,0.66889,-0.16688,6.67622,6.31439,0.36183
19.1002,-6.39829,-2.46408,0.04177,-5.54158,-3.22933,0.12659,-0.85671,0.76525,-0.08482,6.85649,6.41512,0.44138
19.2002,-6.89130,-2.87168,0.00084,-5.57767,-3.00990,0.11258,-1.31363,0.13822,-0.11174,7.46570,6.33898,1.12672
19.3003,-6.49518,-2.22606,-0.17961,-5.60985,-2.96381,-0.00320,-0.88533,0.73775,-0.17641,6.86840,6.34465,0.52375
19.4003,-6.44085,-2.37744,-0.23712,-5.59662,-3.02396,-0.04707,-0.84422,0.64652,-0.19005,6.86971,6.36151,0.50821
19.5004,-6.83511,-2.08704,-0.25973,-5.60324,-3.02389,-0.10106,-1.23187,0.93685,-0.15867,7.15136,6.36792,0.78344
19.6006,-7.35185,-2.75143,-0.02611,-5.64782,-3.01108,-0.09074,-1.70403,0.25965,0.06463,7.84988,6.40099,1.44889
19.7009,-7.00670,-2.19973,0.33762,-5.83111,-3.00155,-0.08640,-1.17560,0.80181,0.42401,7.35165,6.55885,0.79279
19.8011,-7.11874,-3.17420,-0.19800,-5.79747,-2.76751,-0.08756,-1.32128,-0.40670,-0.11044,7.79687,6.42475,1.37213
